"";"Category";"Description";"Nutrient_Bank_Number";"Carbohydrate";"Choline";"Niacin";"Protein";"Riboflavin";"Selenium";"Sugar_Total";"Thiamin";"Water";"Fat__Monosaturated_Fat";"Fat__Polysaturated_Fat";"Fat__Saturated_Fat";"Fat__Total_Lipid";"Minerals__Calcium";"Minerals__Copper";"Minerals__Iron";"Minerals__Magnesium";"Minerals__Phosphorus";"Minerals__Potassium";"Minerals__Sodium";"Minerals__Zinc";"Vitamins__Vitamin_A";"Vitamins__Vitamin_B6";"Vitamins__Vitamin_E";"Vitamins__Vitamin_K"
"366";"Cheese";"Cheese, Mozzarella, NFS";14107010;4,44;13,5;0,101;23,7;0,36;26,7;1,81;0,023;47,7;4,65;0,744;11,7;20,4;693;0,035;0,2;27;533;116;699;3,62;203;0,09;0,51;1,3
"367";"Cheese";"Cheese, Mozzarella, part skim";14107030;4,44;13,5;0,101;23,7;0,36;26,7;1,81;0,023;47,7;4,65;0,744;11,7;20,4;693;0,035;0,2;27;533;116;699;3,62;203;0,09;0,51;1,3
"368";"Luncheon slice";"Luncheon slice, meatless-beef, chicken, salami or turkey";41811600;4,44;105,3;11,11;17,78;0,302;7,4;2,22;4;65,01;2,055;4,383;1,338;11,11;41;0,908;1,8;23;442;200;711;1,6;0;0,889;3;0
"369";"Radicchio";"Radicchio, raw";72124100;4,48;10,9;0,255;1,43;0,028;0,9;0,6;0,016;93,14;0,01;0,11;0,06;0,25;19;0,341;0,57;13;40;302;22;0,62;1;0,057;2,26;255,2
"370";"Beet greens";"Beet greens, cooked";72101220;4,51;0,7;0,396;2,3;0,218;0,9;0,52;0,094;87,57;1,029;0,881;0,796;2,86;122;0,199;2,68;73;43;794;366;0,4;324;0,122;1,88;418,9
"371";"Pepper";"Pepper, hot, pickled";75511040;4,56;8,9;0,343;0,8;0,023;0,4;1,6;0,037;90,2;0,023;0,143;0,061;0,4;61;0,045;0,32;6;13;113;1430;0,09;43;0,105;0,9;21,9
"372";"Ham and pork";"Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced";25230530;4,6;68,5;3,53;13,4;0,176;22,9;0;0,317;51,7;13,505;2,019;9,987;26,6;0;0,051;0,64;14;151;409;1411;1,59;0;0,218;0,42;0
"373";"Kale";"Kale, NS as to form, cooked";72119220;4,61;0,8;1,167;3,05;0,344;0,9;0,83;0,106;86,09;1,11;1,534;0,96;4,28;265;0,055;1,67;34;58;363;186;0,41;250;0,163;1;408,5
"374";"Kale";"Kale, fresh, cooked, fat added";72119221;4,61;0,8;1,167;3,05;0,344;0,9;0,83;0,106;86,09;1,11;1,534;0,96;4,28;265;0,055;1,67;34;58;363;186;0,41;250;0,163;1;408,5
"375";"Queso Anejo";"Queso Anejo, aged Mexican cheese";14131000;4,63;15,4;0,032;21,44;0,209;14,5;4,63;0,02;38,06;8,528;0,901;19,033;29,98;680;0,008;0,47;28;444;87;1131;2,94;64;0,047;0,26;2,5
"376";"Spinach";"Spinach, frozen, cooked, fat added, NS as to fat type";72125222;4,65;24,2;0,425;3,89;0,171;5,3;0,49;0,076;86,43;0,932;1,134;0,873;3,38;149;0,156;1,9;79;49;293;216;0,48;594;0,148;3,72;525,8
"377";"Spinach";"Spinach, frozen, cooked with oil";72125224;4,65;24;0,425;3,88;0,17;5,3;0,49;0,076;86,1;1,216;1,555;0,549;3,75;148;0,156;1,9;79;48;292;206;0,47;584;0,132;3,77;526,8
"378";"Spinach";"Spinach, frozen, cooked with butter or margarine";72125225;4,66;24,5;0,426;3,9;0,171;5,3;0,5;0,076;86,76;0,648;0,713;1,196;3,01;149;0,156;1,9;79;49;293;226;0,48;605;0,164;3,68;524,7
"379";"Mustard greens";"Mustard greens, raw";72122100;4,67;0,5;0,8;2,86;0,11;0,9;1,32;0,08;90,7;0,092;0,038;0,01;0,42;115;0,165;1,64;32;58;384;20;0,25;151;0,18;2,01;257,5
"380";"Greens with ham or pork";"Greens with ham or pork";27420080;4,68;18,5;1,539;4,91;0,208;5,4;0,84;0,114;86,78;0,317;0,407;0,277;1,41;205;0,086;1,1;30;73;303;370;0,5;222;0,193;1,46;363,7
"381";"Kale";"Kale, fresh, cooked, no added fat";72119211;4,74;0,5;1,202;3,13;0,353;1;0,86;0,109;88,53;0,111;0,721;0,191;1,6;272;0,057;1,72;35;59;373;181;0,42;245;0,15;0,71;418,1
"382";"Spinach and artichoke dip";"Spinach and artichoke dip";14620115;4,76;26,5;0,241;4;0,12;5,1;1,52;0,029;55,79;7,524;15,211;8,291;33,21;118;0,053;0,46;22;90;138;614;0,56;141;0,05;1,74;128,2
"383";"Blue or roquefort cheese dressing";"Blue or roquefort cheese dressing";83101000;4,77;17,9;0,1;1,37;0,1;1;3,48;0,01;39,71;13,279;27,545;8,275;51,1;37;0,009;0,09;8;74;88;642;0,21;14;0,037;4,28;85,9
"384";"Spinach";"Spinach, frozen, cooked, no added fat";72125212;4,79;24,7;0,438;4;0,175;5,5;0,51;0,078;88,68;0;0,37;0,157;0,87;153;0,161;1,95;82;50;301;212;0,49;601;0,136;3,53;539,1
"385";"Turnip greens";"Turnip greens, frozen, cooked, fat added";72128222;4,83;0,7;0,454;3,25;0,072;1,2;0,73;0,052;87,84;0,959;0,94;0,817;2,94;148;0,145;1,88;25;33;217;137;0,4;532;0,081;2,87;504,7
"386";"Lambsquarter";"Lambsquarter, cooked";72120220;4,85;0,7;0,872;3,11;0,252;0,9;0,6;0,097;86,39;1,059;1,072;0,771;3,21;250;0,191;0,68;22;44;279;150;0,29;389;0,185;2,09;480,8
"387";"Mustard greens";"Mustard greens, NS as to form, cooked";72122220;4,87;0,8;0,792;2,99;0,109;0,9;1,38;0,075;87,24;1,098;0,873;0,786;3,16;120;0,172;1,71;33;61;400;152;0,26;161;0,196;2,41;270,6
"388";"Mustard greens";"Mustard greens, fresh, cooked, fat added";72122221;4,87;0,8;0,792;2,99;0,109;0,9;1,38;0,075;87,24;1,098;0,873;0,786;3,16;120;0,172;1,71;33;61;400;152;0,26;161;0,196;2,41;270,6
"389";"Soy sauce";"Soy sauce";41420300;4,93;18,3;2,196;8,14;0,165;0,5;0,4;0,033;71,15;0,088;0,263;0,073;0,57;33;0,043;1,45;74;166;435;5493;0,87;0;0,148;0;0
"390";"Turnip greens";"Turnip greens, frozen, cooked, no added fat";72128212;4,96;0,5;0,467;3,34;0,074;1,2;0,75;0,054;90,13;0,028;0,169;0,099;0,42;152;0,15;1,93;26;34;223;131;0,41;536;0,067;2,65;517,3
"391";"Cheese";"Cheese, NFS";14010000;5;24,2;0,099;20,42;0,435;23,5;2,69;0,033;39,99;6,726;1,104;16,692;29,62;974;0,031;0,48;30;582;164;904;3,09;298;0,091;0,79;2,7
"392";"Mustard greens";"Mustard greens, fresh, cooked, no added fat";72122211;5,01;0,5;0,815;3,07;0,112;1;1,42;0,077;89,71;0,099;0,041;0,011;0,45;123;0,177;1,76;34;62;412;146;0,27;154;0,183;2,15;276,1
"393";"Greens";"Greens, NS as to form, cooked";72118220;5,02;10,2;0,881;2,89;0,207;1,1;0,72;0,075;86,9;0,968;1,127;0,801;3,4;228;0,084;1,12;30;43;294;164;0,29;258;0,175;1,9;410,1
"394";"Greens";"Greens, fresh, cooked, fat added";72118221;5,02;10,2;0,881;2,89;0,207;1,1;0,72;0,075;86,9;0,968;1,127;0,801;3,4;228;0,084;1,12;30;43;294;164;0,29;258;0,175;1,9;410,1
"395";"Beef liver";"Beef liver, braised";25110120;5,09;422,5;17,379;28,84;3,396;35,8;0;0,192;58,32;1,115;1,1;2,922;5,22;6;14,164;6,49;21;493;349;401;5,26;9363;1,009;0,51;3,3
"396";"Beef liver";"Beef liver, fried";25110140;5,12;414,7;17,329;26,3;3,396;32,5;0;0,176;61,5;1,097;1,012;2,509;4,64;6;14,466;6,12;22;481;348;399;5,19;7679;1,018;0,46;3,9
"397";"Kale";"Kale, frozen, cooked, fat added";72119222;5,14;0,7;0,443;2,85;0,136;1;1,08;0,061;87,26;1,021;1,353;0,874;3,71;146;0,065;0,82;24;41;140;138;0,26;152;0,077;1,85;407
"398";"Greens";"Greens, fresh, cooked, no added fat";72118211;5,16;10,2;0,906;2,97;0,212;1,1;0,74;0,077;89,1;0,069;0,388;0,106;0,97;235;0,085;1,14;31;43;302;159;0,3;254;0,163;1,66;418,9
"399";"Oyster fritter";"Oyster fritter";27250220;5,22;88,8;1,056;6,93;0,173;30,2;0,39;0,125;69,57;4,547;7,809;2,793;16,22;45;3,28;5,24;42;129;193;420;66,7;80;0,086;1,68;24,3
"400";"Cheese";"Cheese, American and Swiss blends";14410100;5,27;19,2;0,095;18;0,247;20,4;2,63;0,015;39,6;7,3;1,09;18,1;30,6;866;0,046;0,48;25;540;149;1660;2,42;300;0,056;0,79;3,2
"401";"Kale";"Kale, frozen, cooked, no added fat";72119212;5,28;0,5;0,456;2,93;0,14;1;1,12;0,063;89,53;0,092;0,595;0,158;1,21;150;0,067;0,84;25;42;144;132;0,27;146;0,063;1,6;416,8
"402";"Bacon strip";"Bacon strip, meatless";41810200;5,31;45;7,56;11,69;0,481;7,4;0;4,4;48,98;7,095;15,441;4,622;29,52;23;0,105;2,41;19;70;170;1465;0,42;4;0,479;6,9;0
"403";"Dark green vegetables as ingredient in omelet";"Dark green vegetables as ingredient in omelet";99997800;5,38;19,8;0,699;2,97;0,17;1,3;1,24;0,076;89,64;0,015;0,159;0,078;0,4;92;0,123;2,39;70;55;535;71;0,53;372;0,201;1,82;414
"404";"Oysters";"Oysters, steamed";26315130;5,42;129,4;1,658;11,37;0,17;39,2;1,24;0,034;77,3;0,504;1,051;0,944;3,4;118;4,837;8,26;36;145;280;509;78,26;23;0,056;1,69;2
"405";"Collards";"Collards, raw";72107100;5,42;23,2;0,742;3,02;0,13;1,3;0,46;0,054;89,62;0,03;0,201;0,055;0,61;232;0,046;0,47;27;25;213;17;0,21;251;0,165;2,26;437,1
"406";"Artichoke dip";"Artichoke dip";14620110;5,47;24,1;0,205;3,65;0,1;4,4;2,08;0,024;55,65;7,527;15,171;8,274;33,12;101;0,041;0,24;13;88;120;601;0,53;62;0,049;1,27;56,6
"407";"Cress";"Cress, raw";72110100;5,5;19,5;1;2,6;0,26;0,9;4,4;0,08;89,4;0,239;0,228;0,023;0,7;81;0,17;1,3;38;76;606;14;0,23;346;0,247;0,7;541,9
"408";"Cream cheese";"Cream cheese, regular, plain";14301010;5,52;26,8;0,091;6,15;0,23;8,6;3,76;0,023;52,62;8,907;1,483;20,213;34,44;97;0,018;0,11;9;107;132;314;0,5;308;0,056;0,86;2,1
"409";"Coconut milk";"Coconut milk, used in cooking";42401010;5,54;8,5;0,76;2,29;0;6,2;3,34;0,026;67,62;1,014;0,261;21,14;23,84;16;0,266;1,64;37;100;263;15;0,67;0;0,033;0,15;0,1
"410";"Soy sauce";"Soy sauce, reduced sodium";41420350;5,59;30,8;1,14;9,05;0,24;0,5;0,5;0,04;75,14;0,042;0,138;0,035;0,3;30;0,049;1,35;69;166;352;3598;0,79;0;0,16;0,41;0
"411";"Greens";"Greens, frozen, cooked, fat added";72118222;5,59;18;0,494;2,84;0,112;1,2;0,76;0,052;87,19;0,989;1,109;0,816;3,23;164;0,067;1,06;25;33;188;151;0,27;376;0,102;1,79;488,2
"412";"Collards";"Collards, fresh, cooked with oil";72107227;5,64;24,2;0,734;3,14;0,129;1,4;0,48;0,051;85,76;1,339;1,495;0,484;3,76;242;0,048;0,49;28;26;222;139;0,22;248;0,163;2,72;458,7
"413";"Collards";"Collards, NS as to form, cooked";72107220;5,65;24,4;0,734;3,15;0,129;1,4;0,48;0,051;86,12;1,033;1,043;0,832;3,36;242;0,048;0,49;28;26;222;149;0,22;260;0,181;2,67;457,5
"414";"Collards";"Collards, fresh, cooked, fat added, NS as to fat type";72107221;5,65;24,4;0,734;3,15;0,129;1,4;0,48;0,051;86,12;1,033;1,043;0,832;3,36;242;0,048;0,49;28;26;222;149;0,22;260;0,181;2,67;457,5
"415";"Collards";"Collards, fresh, cooked with butter or margarine";72107228;5,65;24,6;0,735;3,16;0,13;1,4;0,48;0,051;86,47;0,728;0,59;1,18;2,97;242;0,048;0,49;28;27;223;159;0,22;271;0,198;2,62;456,4
"416";"Spinach";"Spinach, creamed, baby food, strained";76102010;5,7;16,1;0,216;2,5;0,104;2,4;2,33;0,015;89,6;0,332;0,133;0,702;1,3;89;0,06;0,62;55;54;191;49;0,31;227;0,075;0,83;196,7
"417";"Cress";"Cress, cooked";72110221;5,73;20,5;0,989;2,72;0,258;0,9;4,58;0,075;85,89;1,251;1,071;0,799;3,46;85;0,177;1,36;40;79;631;146;0,24;354;0,262;1,05;566,6
"418";"Thistle leaves";"Thistle leaves, cooked";72127001;5,73;20,5;0,989;2,72;0,258;0,9;4,58;0,075;85,89;1,251;1,071;0,799;3,46;85;0,177;1,36;40;79;631;146;0,24;354;0,262;1,05;566,6
"419";"Stewed variety meats";"Stewed variety meats, mostly liver, Puerto Rican style";27361010;5,74;182;7,442;15,78;1,369;19,4;1,94;0,106;74,39;0,514;0,513;1,255;2,49;15;5,586;3,13;15;232;278;337;2,73;3670;0,491;0,46;4,8
"420";"Greens";"Greens, frozen, cooked, no added fat";72118212;5,75;18,3;0,508;2,92;0,114;1,2;0,78;0,053;89,46;0,059;0,343;0,098;0,71;169;0,069;1,09;26;33;194;146;0,28;376;0,088;1,54;500,4
"421";"Pesto sauce";"Pesto sauce";81302070;5,78;14,8;0,937;8,61;0,12;7,1;0,7;0,077;22,66;35,18;10,515;9,584;59,17;207;0,308;1,87;61;230;199;988;2,08;91;0,087;7,88;109,9
"422";"Collards";"Collards, fresh, cooked, no added fat";72107211;5,81;24,9;0,756;3,24;0,132;1,4;0,49;0,052;88,55;0,032;0,215;0,059;0,65;249;0,049;0,5;29;27;228;143;0,22;256;0,168;2,42;468,6
"423";"Salad dressing";"Salad dressing, NFS, for salads";83100100;5,9;32,8;0,054;1,32;0,087;3,5;4,69;0,015;45,68;9,202;25,796;6,964;44,54;28;0,019;0,3;5;186;64;901;0,17;15;0,03;2,22;134,3
"424";"Creamy dressing";"Creamy dressing";83112500;5,9;32,8;0,054;1,32;0,087;3,5;4,69;0,015;45,68;9,202;25,796;6,964;44,54;28;0,019;0,3;5;186;64;901;0,17;15;0,03;2,22;134,3
"425";"Squid";"Squid, steamed or boiled";26213160;6,13;129,4;3,898;31,02;0,779;89,2;0;0,038;56,41;0,213;1,043;0,713;2,75;64;3,201;1,22;66;330;441;427;3,05;18;0,1;2,39;0
"426";"Nutritional powder mix";"Nutritional powder mix, whey based, NFS";95230000;6,25;224;1,136;78,13;2,017;26,7;0;0,609;3,44;0,158;0,299;0,781;1,56;469;0,049;1,13;195;1321;500;156;6,18;0;0,607;0;0
"427";"Nutritional powder mix";"Nutritional powder mix, protein, NFS";95230030;6,25;224;1,136;78,13;2,017;26,7;0;0,609;3,44;0,158;0,299;0,781;1,56;469;0,049;1,13;195;1321;500;156;6,18;0;0,607;0;0
"428";"Parsley";"Parsley, raw";75119000;6,33;12,8;1,313;2,97;0,098;0,1;0,85;0,086;87,71;0,295;0,124;0,132;0,79;138;0,149;6,2;50;58;554;56;1,07;421;0,09;0,75;1640
"429";"Chicken liver";"Chicken liver, fried";25110450;6,41;199,5;9,231;19,98;1,851;64,5;0,02;0,286;62,74;2,703;2,385;2,562;8,66;11;0,57;10,04;20;312;230;443;3,08;2809;0,584;0,99;1,7
"430";"Liver paste or pate";"Liver paste or pate, chicken";25112200;6,55;228,8;7,517;13,45;1,401;46,1;0;0,052;65,64;5,28;2,46;4;13,1;10;0,18;9,19;13;175;95;386;2,14;217;0,26;0,98;0
"431";"Sour cream";"Sour cream, imitation";12320100;6,63;0;0;2,4;0;2,5;6,63;0;71,15;0,588;0,056;17,791;19,52;3;0,058;0,39;6;45;161;102;1,18;0;0;0,74;4,8
"432";"Spinach";"Spinach, creamed";72125230;6,65;16,2;0,495;2,48;0,157;1,3;0,76;0,053;82,57;1,458;0,368;3,715;6,03;82;0,097;1,95;57;44;409;431;0,42;380;0,136;1,58;341,4
"433";"Collards";"Collards, frozen, cooked with oil";72107230;6,87;43,7;0,615;2,88;0,111;1,5;0,55;0,045;85,64;1,236;1,4;0,455;3,3;203;0,053;1,09;29;26;243;161;0,26;557;0,11;1,55;606,7
"434";"Collards";"Collards, frozen, cooked, fat added, NS as to fat type";72107222;6,88;43,9;0,615;2,88;0,112;1,5;0,55;0,046;85,97;0,951;0,979;0,779;2,93;204;0,053;1,09;29;26;243;170;0,26;567;0,127;1,51;605,6
"435";"Collards";"Collards, frozen, cooked with butter or margarine";72107231;6,88;44,1;0,616;2,89;0,112;1,5;0,55;0,046;86,3;0,667;0,558;1,103;2,57;204;0,053;1,08;29;27;244;180;0,26;578;0,143;1,46;604,6
"436";"Soybean curd cheese";"Soybean curd cheese";41420050;6,9;62,5;0,5;12,5;0,14;16,8;1,6;0;70,9;1,789;4,572;1,172;8,1;188;0,38;5,6;228;222;199;20;1,72;2;0,07;0,6;4,6
"437";"Liver";"Liver, beef or calves, and onions";27460750;6,97;257,5;10,713;16,68;2,096;20,2;1,78;0,124;71,01;1,01;0,853;1,681;3,6;12;8,916;3,85;18;309;277;276;3,27;4727;0,675;0,36;3,3
"438";"Collards";"Collards, frozen, cooked, no added fat";72107212;7,08;45;0,633;2,96;0,115;1,5;0,57;0,047;88,21;0,02;0,209;0,06;0,41;210;0,055;1,12;30;27;250;166;0,27;573;0,114;1,25;621,3
"439";"Cheese";"Cheese, Cheddar, nonfat or fat free";14104115;7,14;15,4;0,051;32,14;0,221;14,5;0;0,012;57;0;0;0;0;893;0,021;0;16;484;66;1000;1,82;60;0,045;0,06;0,6
"440";"Fry sauce";"Fry sauce";81308100;7,28;28,8;0,358;0,98;0,056;1,9;5,74;0,01;33,36;12,636;33,528;8,781;56,16;10;0,036;0,24;4;22;85;481;0,16;18;0,046;2,82;123
"441";"Onions";"Onions, green, raw";75117010;7,34;5,7;0,525;1,83;0,08;0,6;2,33;0,055;89,83;0,027;0,074;0,032;0,19;72;0,083;1,48;20;37;276;16;0,39;50;0,061;0,55;207
"442";"Avocado dressing";"Avocado dressing";83112000;7,36;3,6;0,14;1,9;0,05;1,6;6,67;0,02;45,03;9,423;23,165;5,978;43,33;34;0,01;0,35;7;31;58;867;0,25;10;0,01;4,6;96,7
"443";"Carrots";"Carrots, frozen, cooked with oil";73102224;7,48;8,3;0,403;0,56;0,036;0,6;3,95;0,029;87,44;1,246;1,52;0,513;3,56;34;0,079;0,52;11;30;186;170;0,34;819;0,081;1,32;16,6
"444";"Carrots";"Carrots, frozen, cooked, fat added, NS as to fat type";73102222;7,49;8,6;0,403;0,57;0,036;0,6;3,95;0,029;87,76;0,962;1,099;0,837;3,2;34;0,079;0,52;11;30;186;179;0,34;830;0,098;1,27;15,5
"445";"Carrots";"Carrots, frozen, cooked with butter or margarine";73102225;7,49;8,8;0,404;0,58;0,037;0,6;3,95;0,029;88,09;0,678;0,678;1,161;2,83;35;0,079;0,51;11;31;187;189;0,34;840;0,114;1,23;14,4
"446";"Topping from cheese pizza";"Topping from cheese pizza";14620300;7,62;14,3;2,311;16,86;0,279;18,9;4,38;0,025;57,35;3,366;0,793;8,024;14,67;485;0,07;0,58;29;381;261;713;2,57;156;0,145;1,72;8,8
"447";"Cream cheese spread";"Cream cheese spread, fat free";14410380;7,66;65,2;0,23;15,69;0,265;4,9;5,48;0,04;71,87;0,25;0,057;0,644;1;351;0,036;0,19;22;523;278;702;1,5;11;0,05;0,02;0,2
"448";"Vodka and energy drink";"Vodka and energy drink";93301216;7,7;0,2;7,395;0,35;0,078;0,2;7,69;0,032;83,62;0;0;0;0;5;0,007;0,06;14;1;3;30;0,02;0;1,63;0;0
"449";"Carrots";"Carrots, frozen, cooked, no added fat";73102212;7,71;8,6;0,415;0,58;0,037;0,6;4,07;0,03;90,05;0,031;0,333;0,12;0,68;35;0,082;0,53;11;31;191;175;0,35;843;0,084;1,01;13,6
"450";"Brussels sprouts";"Brussels sprouts, frozen, cooked, fat added";75209022;8,06;17,8;0,52;3,53;0,11;0,6;2,01;0,1;84,3;0,961;0,969;0,799;2,91;26;0,033;0,47;17;54;281;137;0,23;55;0,296;0,79;189,7
"451";"Breakfast link";"Breakfast link, pattie, or slice, meatless";41810400;8,09;69,7;11,195;20,28;0,402;7,4;0;2,343;50,4;4,498;9,279;2,926;18,16;63;0,25;3,72;36;225;231;888;1,46;0;0,828;2,1;0
"452";"Brussels sprouts";"Brussels sprouts, frozen, cooked, no added fat";75209012;8,3;18;0,535;3,63;0,113;0,6;2,07;0,103;86,48;0,03;0,199;0,081;0,39;26;0,034;0,48;18;56;289;131;0,24;46;0,288;0,51;192,9
"453";"Octopus";"Octopus, dried";26205170;8,34;246,4;7,563;56,52;0,121;169,8;0;0,102;24;0,614;0,906;0,861;3,94;201;1,649;20,09;114;705;1327;1312;6,37;145;1,296;4,55;0,4
"454";"Onions";"Onions, green, cooked";75221061;8,37;6,8;0,569;2,09;0,087;0,7;2,65;0,056;85,05;1,127;0,996;0,885;3,2;83;0,095;1,69;23;42;315;162;0,44;67;0,082;0,97;238,5
"455";"Cream";"Cream, whipped";12140000;8,59;15,8;0,06;2,67;0,178;2,9;8,55;0,019;54,3;8,561;1,477;21,666;33,94;62;0,011;0,1;7;55;89;26;0,23;387;0,033;0,86;3
"456";"Sesame dressing";"Sesame dressing";83112990;8,6;4;0;3,1;0;1,6;8,32;0;39,2;11,9;25,1;6,2;45,2;19;0;0,6;0;37;157;1000;0,1;2;0;5;56
"457";"Cheese spread";"Cheese spread, American or Cheddar cheese base";14420100;8,73;36,2;0,131;16,41;0,431;11,3;7,32;0,048;47,65;6,219;0,624;13,327;21,23;562;0,033;0,33;29;875;242;1625;2,59;173;0,117;0,19;1,8
"458";"Cheese spread";"Cheese spread, Swiss cheese base";14420160;8,73;36,2;0,131;16,41;0,431;11,3;7,32;0,048;47,65;6,219;0,624;13,327;21,23;562;0,033;0,33;29;875;242;1625;2,59;173;0,117;0,19;1,8
"459";"Cheese spread";"Cheese spread, pressurized can";14420300;8,73;36,2;0,131;16,41;0,431;11,3;7,32;0,048;47,65;6,219;0,624;13,327;21,23;562;0,033;0,33;29;875;242;1625;2,59;173;0,117;0,19;1,8
"460";"Cheese";"Cheese, American";14410110;8,85;35,8;0,17;16,09;0,425;16,2;6,24;0,04;45,07;5,655;0,99;12,931;23,06;1375;0,027;0,95;34;768;295;1279;2,21;270;0,124;0,84;3,1
"461";"Cheese";"Cheese, processed cheese food";14410500;8,85;35,8;0,17;16,09;0,425;16,2;6,24;0,04;45,07;5,655;0,99;12,931;23,06;1375;0,027;0,95;34;768;295;1279;2,21;270;0,124;0,84;3,1
"462";"Cheese";"Cheese,  with wine";14410620;8,85;35,8;0,17;16,09;0,425;16,2;6,24;0,04;45,07;5,655;0,99;12,931;23,06;1375;0,027;0,95;34;768;295;1279;2,21;270;0,124;0,84;3,1
"463";"Vegetarian";"Vegetarian, fillet";41812600;9;82;12;23;0,9;1;0,8;1,1;45;4,376;9,332;2,849;18;95;0,925;2;23;450;600;490;1,4;0;1,5;3,45;0
"464";"Brussels sprouts";"Brussels sprouts, NS as to form, cooked";75209020;9,03;19,5;0,714;3,42;0,087;1,6;2,22;0,126;82,9;0,994;0,962;0,813;2,94;43;0,071;1,42;23;70;393;152;0,42;48;0,216;1,2;180,9
"465";"Brussels sprouts";"Brussels sprouts, fresh, cooked, fat added";75209021;9,03;19,5;0,714;3,42;0,087;1,6;2,22;0,126;82,9;0,994;0,962;0,813;2,94;43;0,071;1,42;23;70;393;152;0,42;48;0,216;1,2;180,9
"466";"Dandelion greens";"Dandelion greens, raw";72113100;9,2;35,3;0,806;2,7;0,26;0,5;0,71;0,19;85,6;0,014;0,306;0,17;0,7;187;0,171;3,1;36;66;397;76;0,41;508;0,251;3,44;778,4
"467";"Oysters Rockefeller";"Oysters Rockefeller";27450250;9,27;48,5;1,822;7,65;0,161;16,8;1,2;0,147;73,97;2,058;1,079;3,184;7,07;106;1,432;3,41;47;107;253;434;18,94;275;0,119;1,93;224,1
"468";"Carrot juice";"Carrot juice, 100%";73105010;9,28;9,9;0,386;0,95;0,055;0,6;3,91;0,092;88,87;0,007;0,071;0,027;0,15;24;0,046;0,46;14;42;292;66;0,18;956;0,217;1,16;15,5
"469";"Brussels sprouts";"Brussels sprouts, fresh, cooked, no added fat";75209011;9,3;19,8;0,735;3,51;0,089;1,7;2,28;0,13;85,15;0,024;0,159;0,064;0,31;44;0,073;1,45;24;72;404;147;0,44;37;0,205;0,91;183,8
"470";"Tamale";"Tamale, meatless, with sauce, Puerto Rican or Caribbean style";58103210;9,45;32,9;0,564;1,5;0,05;0,7;2,58;0,022;41,63;20,304;5,107;16,968;44,37;17;0,058;1,08;8;28;81;1116;0,27;3;0,031;0,55;0,2
"471";"Carrots";"Carrots, cooked, from restaurant";73102190;9,47;9,1;0,923;0,93;0,055;0,1;4,68;0,059;83,57;1,596;1,419;1,257;4,55;33;0,044;0,3;12;35;317;276;0,24;801;0,15;1,15;17
"472";"Channa Saag";"Channa Saag";72125500;9,54;23,7;0,665;4,07;0,151;1,6;1,81;0,081;80,2;1,536;1,727;0,563;4,17;90;0,175;2,81;71;75;501;250;0,74;336;0,188;2,08;364
"473";"Dandelion greens";"Dandelion greens, cooked";72113220;9,58;37;0,798;2,82;0,258;0,5;0,74;0,178;81,93;1,017;1,152;0,952;3,46;195;0,178;3,23;38;69;414;210;0,43;514;0,266;3,9;812,8
"474";"Carrots";"Carrots, raw";73101010;9,58;8,8;0,983;0,93;0,058;0,1;4,74;0,066;88,29;0,012;0,102;0,032;0,24;33;0,045;0,3;12;35;320;69;0,24;835;0,138;0,66;13,2
"475";"Carrots";"Carrots, fresh, cooked with oil";73102217;9,66;8,9;0,942;0,94;0,056;0,1;4,78;0,06;84,86;1,279;1,349;0,446;3,27;33;0,045;0,31;12;35;323;187;0,24;800;0,125;1,02;16,9
"476";"Carrots";"Carrots, fresh, cooked with butter or margarine";73102218;9,67;9,3;0,943;0,96;0,057;0,1;4,78;0,06;85,55;0,687;0,472;1,12;2,5;34;0,045;0,3;12;36;323;207;0,24;822;0,159;0,93;14,6
"477";"Carrots";"Carrots, NS as to form, cooked";73102220;9,67;9,1;0,942;0,95;0,056;0,1;4,78;0,06;85,21;0,983;0,91;0,783;2,88;34;0,045;0,3;12;36;323;197;0,24;811;0,142;0,97;15,8
"478";"Carrots";"Carrots, fresh, cooked, fat added, NS as to fat type";73102221;9,67;9,1;0,942;0,95;0,056;0,1;4,78;0,06;85,21;0,983;0,91;0,783;2,88;34;0,045;0,3;12;36;323;197;0,24;811;0,142;0,97;15,8
"479";"Tuna";"Tuna, fresh, coated, fried";26153140;9,85;80,9;16,587;23,82;0,183;83,6;0,88;0,187;53,6;4,231;4,174;1,796;10,75;34;0,073;1,5;37;278;417;369;0,64;28;0,747;1,34;11,4
"480";"Spinach and cheese casserole";"Spinach and cheese casserole";72125260;9,91;20,5;0,818;7,02;0,216;8,5;1,05;0,129;73,61;1,827;0,783;3,887;7,44;244;0,13;1,75;63;131;250;308;0,89;426;0,109;2,45;355,2
"481";"Carrots";"Carrots, fresh, cooked, no added fat";73102211;9,95;9,1;0,97;0,97;0,057;0,1;4,92;0,062;87,53;0,012;0,106;0,033;0,25;34;0,047;0,31;12;36;332;192;0,25;824;0,129;0,68;13,7
"482";"Carrots";"Carrots, cooked, as ingredient";99997310;9,98;9,2;0,973;0,97;0,057;0,1;4,94;0,062;87,8;0,012;0,106;0,033;0,25;34;0,047;0,31;12;36;333;72;0,25;826;0,129;0,69;13,8
